schedule_id,block_id,duty_id,driver_id,vehicle_id,from_vehicle_id,to_vehicle_id,sequence,event_type,event_label,event_scope,start_time,end_time,duration_minutes,origin_id,destination_id,trip_ids,trip_count,is_work_time,is_driving_time,is_idle_time,is_normal_break,is_mandatory_rest,is_pullout,is_pullback,rest_valid,rule_code,violation_code,explanation
448,6,5,5,6,,,13,commercial_trip_bundle,Viagem agrupada,driver_vehicle,07:39,08:00,21,1,1,5493;5495,2,True,True,False,False,False,False,False,False,,,Segmento operacional agrupado com 2 viagens reais.
448,6,5,5,,6,3,14,driver_vehicle_change,Troca de veículo,driver,08:00,08:00,0,1,1,,0,False,False,False,False,False,False,False,False,,,Motorista troca de veículo entre blocos distintos da mesma jornada.
448,6,5,5,,6,3,15,driver_vehicle_change,Troca de veículo,driver,08:00,08:00,0,1,1,,0,False,False,False,False,False,False,False,False,,,Motorista troca de veículo entre blocos distintos da mesma jornada.
448,6,5,5,,6,3,16,normal_break,Intervalo normal,driver,08:00,08:25,25,1,1,,0,False,False,False,True,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
448,3,5,5,3,,,17,commercial_trip_bundle,Viagem agrupada,driver_vehicle,08:25,09:36,71,1,1,5515;5523,2,True,True,False,False,False,False,False,False,,,Segmento operacional agrupado com 2 viagens reais.
448,3,5,5,,3,4,18,driver_vehicle_change,Troca de veículo,driver,09:36,09:36,0,1,1,,0,False,False,False,False,False,False,False,False,,,Motorista troca de veículo entre blocos distintos da mesma jornada.
448,3,5,5,,3,4,19,driver_vehicle_change,Troca de veículo,driver,09:36,09:36,0,1,1,,0,False,False,False,False,False,False,False,False,,,Motorista troca de veículo entre blocos distintos da mesma jornada.
448,3,5,5,,3,4,20,normal_break,Intervalo normal,driver,09:36,09:55,19,1,1,,0,False,False,False,True,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
448,4,5,5,4,,,21,commercial_trip_bundle,Viagem agrupada,driver_vehicle,09:55,10:23,28,1,1,5531;5535,2,True,True,False,False,False,False,False,False,,,Segmento operacional agrupado com 2 viagens reais.
448,,5,5,,,,22,duty_end,Fim de jornada,driver,10:23,10:23,0,1,1,,0,False,False,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
448,,6,6,,,,1,duty_start,Início de jornada,driver,05:15,05:15,0,1,1,,0,False,False,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
448,1,6,6,1,,,2,commercial_trip_bundle,Viagem agrupada,driver_vehicle,05:15,05:41,26,1,1,5437;5441,2,True,True,False,False,False,False,False,False,,,Segmento operacional agrupado com 2 viagens reais.
448,1,6,6,,1,1,3,normal_break,Intervalo normal,driver,05:41,06:00,19,1,1,,0,False,False,False,True,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
448,1,6,6,1,,,4,commercial_trip_bundle,Viagem agrupada,driver_vehicle,06:00,07:09,69,1,1,5462;5474,2,True,True,False,False,False,False,False,False,,,Segmento operacional agrupado com 2 viagens reais.
448,1,6,6,,1,4,5,driver_vehicle_change,Troca de veículo,driver,07:09,07:09,0,1,1,,0,False,False,False,False,False,False,False,False,,,Motorista troca de veículo entre blocos distintos da mesma jornada.
448,1,6,6,,1,4,6,driver_vehicle_change,Troca de veículo,driver,07:09,07:09,0,1,1,,0,False,False,False,False,False,False,False,False,,,Motorista troca de veículo entre blocos distintos da mesma jornada.
448,1,6,6,,1,4,7,normal_break,Intervalo normal,driver,07:09,07:19,10,1,1,,0,False,False,False,True,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
448,4,6,6,4,,,8,commercial_trip_bundle,Viagem agrupada,driver_vehicle,07:19,07:40,21,1,1,5485;5488,2,True,True,False,False,False,False,False,False,,,Segmento operacional agrupado com 2 viagens reais.
448,4,6,6,,4,4,9,normal_break,Intervalo normal,driver,07:40,07:55,15,1,1,,0,False,False,False,True,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
448,4,6,6,4,,,10,commercial_trip_bundle,Viagem agrupada,driver_vehicle,07:55,08:24,29,1,1,5498;5502,2,True,True,False,False,False,False,False,False,,,Segmento operacional agrupado com 2 viagens reais.
448,4,6,6,,4,8,11,driver_vehicle_change,Troca de veículo,driver,08:24,08:24,0,1,1,,0,False,False,False,False,False,False,False,False,,,Motorista troca de veículo entre blocos distintos da mesma jornada.
448,4,6,6,,4,8,12,driver_vehicle_change,Troca de veículo,driver,08:24,08:24,0,1,1,,0,False,False,False,False,False,False,False,False,,,Motorista troca de veículo entre blocos distintos da mesma jornada.
