schedule_id,duty_id,driver_id,sequence,event_type,event_label,event_scope,line_code,direction,start_time,end_time,duration_minutes,trip_id,trip_ids,trip_count,origin_id,destination_id,vehicle_id,from_vehicle_id,to_vehicle_id,sequence_in_duty,sequence_in_bundle,explanation
435,1,1,1,duty_start,Início de jornada,driver,,,05:15,05:15,0,,,0,1,1,,,,,,
435,1,1,2,commercial_trip,Viagem,trip,1042,IDA,05:15,05:29,14,5437,5437,1,1,2,1,,,1,1,Segmento operacional agrupado com 2 viagens reais.
435,1,1,2,commercial_trip,Viagem,trip,1042,VOLTA,05:29,05:41,12,5441,5441,1,2,1,1,,,2,2,Segmento operacional agrupado com 2 viagens reais.
435,1,1,3,normal_break,Intervalo normal,driver,,,05:41,06:00,19,,,0,1,1,,1,1,,,
435,1,1,4,commercial_trip,Viagem,trip,1042,IDA,06:00,06:15,15,5451,5451,1,1,2,1,,,3,1,Segmento operacional agrupado com 2 viagens reais.
435,1,1,4,commercial_trip,Viagem,trip,1042,VOLTA,06:15,06:27,12,5457,5457,1,2,1,1,,,4,2,Segmento operacional agrupado com 2 viagens reais.
435,1,1,5,normal_break,Intervalo normal,driver,,,06:27,06:42,15,,,0,1,1,,1,1,,,
435,1,1,6,commercial_trip,Viagem,trip,1042,IDA,06:42,06:57,15,5470,5470,1,1,2,1,,,5,1,Segmento operacional agrupado com 2 viagens reais.
435,1,1,6,commercial_trip,Viagem,trip,1042,VOLTA,06:57,07:09,12,5475,5475,1,2,1,1,,,6,2,Segmento operacional agrupado com 2 viagens reais.
435,1,1,7,duty_end,Fim de jornada,driver,,,07:09,07:09,0,,,0,1,1,,,,,,
435,2,2,1,duty_start,Início de jornada,driver,,,04:20,04:20,0,,,0,1,1,,,,,,
435,2,2,2,pullout,Soltura,driver,,,04:20,04:30,10,,,0,1,1,,,,,,
435,2,2,3,commercial_trip,Viagem,trip,1067,IDA,04:30,05:06,36,5431,5431,1,1,2,2,,,1,1,Segmento operacional agrupado com 2 viagens reais.
435,2,2,3,commercial_trip,Viagem,trip,1067,VOLTA,05:06,05:31,25,5439,5439,1,2,1,2,,,2,2,Segmento operacional agrupado com 2 viagens reais.
435,2,2,4,normal_break,Intervalo normal,driver,,,05:31,05:49,18,,,0,1,1,,2,2,,,
435,2,2,5,commercial_trip,Viagem,trip,1048,IDA,05:49,06:01,12,5448,5448,1,1,2,2,,,3,1,Segmento operacional agrupado com 2 viagens reais.
435,2,2,5,commercial_trip,Viagem,trip,1048,VOLTA,06:01,06:08,7,5449,5449,1,2,1,2,,,4,2,Segmento operacional agrupado com 2 viagens reais.
435,2,2,6,normal_break,Intervalo normal,driver,,,06:08,06:26,18,,,0,1,1,,2,2,,,
435,2,2,7,commercial_trip,Viagem,trip,1042,IDA,06:26,06:41,15,5463,5463,1,1,2,2,,,5,1,Segmento operacional agrupado com 2 viagens reais.
435,2,2,7,commercial_trip,Viagem,trip,1042,VOLTA,06:41,06:53,12,5468,5468,1,2,1,2,,,6,2,Segmento operacional agrupado com 2 viagens reais.
435,2,2,8,normal_break,Intervalo normal,driver,,,06:53,07:10,17,,,0,1,1,,2,2,,,
435,2,2,9,commercial_trip,Viagem,trip,1042,IDA,07:10,07:26,16,5482,5482,1,1,2,2,,,7,1,Segmento operacional agrupado com 2 viagens reais.
435,2,2,9,commercial_trip,Viagem,trip,1042,VOLTA,07:26,07:39,13,5487,5487,1,2,1,2,,,8,2,Segmento operacional agrupado com 2 viagens reais.
435,2,2,10,driver_vehicle_change,Troca de veículo,driver,,,07:39,07:39,0,,,0,1,1,,2,8,,,Motorista troca de veículo entre blocos distintos da mesma jornada.
435,2,2,11,normal_break,Intervalo normal,driver,,,07:39,07:55,16,,,0,1,1,,2,8,,,
435,2,2,12,commercial_trip,Viagem,trip,1042,IDA,07:55,08:11,16,5498,5498,1,1,2,8,,,9,1,Segmento operacional agrupado com 2 viagens reais.
435,2,2,12,commercial_trip,Viagem,trip,1042,VOLTA,08:11,08:24,13,5502,5502,1,2,1,8,,,10,2,Segmento operacional agrupado com 2 viagens reais.
435,2,2,13,driver_vehicle_change,Troca de veículo,driver,,,08:24,08:24,0,,,0,1,1,,8,2,,,Motorista troca de veículo entre blocos distintos da mesma jornada.
435,2,2,14,normal_break,Intervalo normal,driver,,,08:24,08:47,23,,,0,1,1,,8,2,,,
435,2,2,15,commercial_trip,Viagem,trip,1048,IDA,08:47,09:00,13,5512,5512,1,1,2,2,,,11,1,Segmento operacional agrupado com 2 viagens reais.
435,2,2,15,commercial_trip,Viagem,trip,1048,VOLTA,09:00,09:08,8,5514,5514,1,2,1,2,,,12,2,Segmento operacional agrupado com 2 viagens reais.
435,2,2,16,driver_vehicle_change,Troca de veículo,driver,,,09:08,09:08,0,,,0,1,1,,2,8,,,Motorista troca de veículo entre blocos distintos da mesma jornada.
435,2,2,17,normal_break,Intervalo normal,driver,,,09:08,10:55,107,,,0,1,1,,2,8,,,
435,2,2,18,commercial_trip,Viagem,trip,1067,IDA,10:55,11:34,39,5553,5553,1,1,2,8,,,13,1,Segmento operacional agrupado com 2 viagens reais.
435,2,2,18,commercial_trip,Viagem,trip,1067,VOLTA,11:34,12:00,26,5561,5561,1,2,1,8,,,14,2,Segmento operacional agrupado com 2 viagens reais.
435,2,2,19,driver_vehicle_change,Troca de veículo,driver,,,12:00,12:00,0,,,0,1,1,,8,4,,,Motorista troca de veículo entre blocos distintos da mesma jornada.
435,2,2,20,mandatory_rest,Descanso obrigatório,driver,,,12:00,15:11,191,,,0,1,1,,8,4,,,
435,2,2,21,commercial_trip,Viagem,trip,1048,IDA,15:11,15:23,12,5609,5609,1,1,2,4,,,15,1,Segmento operacional agrupado com 2 viagens reais.
435,2,2,21,commercial_trip,Viagem,trip,1048,VOLTA,15:23,15:31,8,5612,5612,1,2,1,4,,,16,2,Segmento operacional agrupado com 2 viagens reais.
435,2,2,22,mandatory_rest,Descanso obrigatório,driver,,,15:31,15:50,19,,,0,1,1,,4,4,,,
435,2,2,23,commercial_trip,Viagem,trip,1042,IDA,15:50,16:07,17,5620,5620,1,1,2,4,,,17,1,Segmento operacional agrupado com 2 viagens reais.
435,2,2,23,commercial_trip,Viagem,trip,1042,VOLTA,16:07,16:18,11,5624,5624,1,2,1,4,,,18,2,Segmento operacional agrupado com 2 viagens reais.
435,2,2,24,mandatory_rest,Descanso obrigatório,driver,,,16:18,16:40,22,,,0,1,1,,4,4,,,
435,2,2,25,commercial_trip,Viagem,trip,1042,IDA,16:40,16:58,18,5633,5633,1,1,2,4,,,19,1,Segmento operacional agrupado com 2 viagens reais.
435,2,2,25,commercial_trip,Viagem,trip,1042,VOLTA,16:58,17:09,11,5637,5637,1,2,1,4,,,20,2,Segmento operacional agrupado com 2 viagens reais.
435,2,2,26,driver_vehicle_change,Troca de veículo,driver,,,17:09,17:09,0,,,0,1,1,,4,11,,,Motorista troca de veículo entre blocos distintos da mesma jornada.
435,2,2,27,mandatory_rest,Descanso obrigatório,driver,,,17:09,17:39,30,,,0,1,1,,4,11,,,
435,2,2,28,commercial_trip,Viagem,trip,1048,IDA,17:39,17:55,16,5648,5648,1,1,2,11,,,21,1,Segmento operacional agrupado com 2 viagens reais.
435,2,2,28,commercial_trip,Viagem,trip,1048,VOLTA,17:55,18:03,8,5651,5651,1,2,1,11,,,22,2,Segmento operacional agrupado com 2 viagens reais.
435,2,2,29,duty_end,Fim de jornada,driver,,,18:03,18:03,0,,,0,1,1,,,,,,
435,3,3,1,duty_start,Início de jornada,driver,,,04:25,04:25,0,,,0,1,1,,,,,,
435,3,3,2,pullout,Soltura,driver,,,04:25,04:35,10,,,0,1,1,,,,,,
435,3,3,3,commercial_trip,Viagem,trip,1048,IDA,04:35,04:43,8,5427,5427,1,1,2,3,,,1,1,Segmento operacional agrupado com 2 viagens reais.
435,3,3,3,commercial_trip,Viagem,trip,1048,VOLTA,04:43,04:48,5,5428,5428,1,2,1,3,,,2,2,Segmento operacional agrupado com 2 viagens reais.
435,3,3,4,normal_break,Intervalo normal,driver,,,04:48,05:04,16,,,0,1,1,,3,3,,,
435,3,3,5,commercial_trip,Viagem,trip,1048,IDA,05:04,05:16,12,5434,5434,1,1,2,3,,,3,1,Segmento operacional agrupado com 2 viagens reais.
435,3,3,5,commercial_trip,Viagem,trip,1048,VOLTA,05:16,05:22,6,5435,5435,1,2,1,3,,,4,2,Segmento operacional agrupado com 2 viagens reais.
435,3,3,6,normal_break,Intervalo normal,driver,,,05:22,05:40,18,,,0,1,1,,3,3,,,
435,3,3,7,commercial_trip,Viagem,trip,1067,IDA,05:40,06:16,36,5453,5453,1,1,2,3,,,5,1,Segmento operacional agrupado com 2 viagens reais.
435,3,3,7,commercial_trip,Viagem,trip,1067,VOLTA,06:16,06:42,26,5464,5464,1,2,1,3,,,6,2,Segmento operacional agrupado com 2 viagens reais.
435,3,3,8,driver_vehicle_change,Troca de veículo,driver,,,06:42,06:42,0,,,0,1,1,,3,11,,,Motorista troca de veículo entre blocos distintos da mesma jornada.
435,3,3,9,normal_break,Intervalo normal,driver,,,06:42,06:59,17,,,0,1,1,,3,11,,,
435,3,3,10,commercial_trip,Viagem,trip,1048,IDA,06:59,07:10,11,5476,5476,1,1,2,11,,,7,1,Segmento operacional agrupado com 2 viagens reais.
435,3,3,10,commercial_trip,Viagem,trip,1048,VOLTA,07:10,07:19,9,5480,5480,1,2,1,11,,,8,2,Segmento operacional agrupado com 2 viagens reais.
435,3,3,11,driver_vehicle_change,Troca de veículo,driver,,,07:19,07:19,0,,,0,1,1,,11,9,,,Motorista troca de veículo entre blocos distintos da mesma jornada.
435,3,3,12,normal_break,Intervalo normal,driver,,,07:19,07:40,21,,,0,1,1,,11,9,,,
435,3,3,13,commercial_trip,Viagem,trip,1067,IDA,07:40,08:32,52,5503,5503,1,1,2,9,,,9,1,Segmento operacional agrupado com 2 viagens reais.
435,3,3,13,commercial_trip,Viagem,trip,1067,VOLTA,08:32,08:59,27,5511,5511,1,2,1,9,,,10,2,Segmento operacional agrupado com 2 viagens reais.
435,3,3,14,driver_vehicle_change,Troca de veículo,driver,,,08:59,08:59,0,,,0,1,1,,9,1,,,Motorista troca de veículo entre blocos distintos da mesma jornada.
435,3,3,15,normal_break,Intervalo normal,driver,,,08:59,09:15,16,,,0,1,1,,9,1,,,
435,3,3,16,commercial_trip,Viagem,trip,1042,IDA,09:15,09:31,16,5520,5520,1,1,2,1,,,11,1,Segmento operacional agrupado com 2 viagens reais.
435,3,3,16,commercial_trip,Viagem,trip,1042,VOLTA,09:31,09:43,12,5524,5524,1,2,1,1,,,12,2,Segmento operacional agrupado com 2 viagens reais.
435,3,3,17,driver_vehicle_change,Troca de veículo,driver,,,09:43,09:43,0,,,0,1,1,,1,13,,,Motorista troca de veículo entre blocos distintos da mesma jornada.
435,3,3,18,normal_break,Intervalo normal,driver,,,09:43,10:05,22,,,0,1,1,,1,13,,,
435,3,3,19,commercial_trip,Viagem,trip,1067,IDA,10:05,10:48,43,5541,5541,1,1,2,13,,,13,1,Segmento operacional agrupado com 2 viagens reais.
435,3,3,19,commercial_trip,Viagem,trip,1067,VOLTA,10:48,11:14,26,5549,5549,1,2,1,13,,,14,2,Segmento operacional agrupado com 2 viagens reais.
435,3,3,20,mandatory_rest,Descanso obrigatório,driver,,,11:14,11:45,31,,,0,1,1,,13,13,,,
435,3,3,21,commercial_trip,Viagem,trip,1067,IDA,11:45,12:24,39,5565,5565,1,1,2,13,,,15,1,Segmento operacional agrupado com 2 viagens reais.
435,3,3,21,commercial_trip,Viagem,trip,1067,VOLTA,12:24,12:50,26,5572,5572,1,2,1,13,,,16,2,Segmento operacional agrupado com 2 viagens reais.
435,3,3,22,mandatory_rest,Descanso obrigatório,driver,,,12:50,13:11,21,,,0,1,1,,13,13,,,
435,3,3,23,commercial_trip,Viagem,trip,1048,IDA,13:11,13:25,14,5580,5580,1,1,2,13,,,17,1,Segmento operacional agrupado com 2 viagens reais.
435,3,3,23,commercial_trip,Viagem,trip,1048,VOLTA,13:25,13:32,7,5582,5582,1,2,1,13,,,18,2,Segmento operacional agrupado com 2 viagens reais.
435,3,3,24,driver_vehicle_change,Troca de veículo,driver,,,13:32,13:32,0,,,0,1,1,,13,6,,,Motorista troca de veículo entre blocos distintos da mesma jornada.
435,3,3,25,mandatory_rest,Descanso obrigatório,driver,,,13:32,14:23,51,,,0,1,1,,13,6,,,
435,3,3,26,commercial_trip,Viagem,trip,1048,IDA,14:23,14:36,13,5598,5598,1,1,2,6,,,19,1,Segmento operacional agrupado com 2 viagens reais.
435,3,3,26,commercial_trip,Viagem,trip,1048,VOLTA,14:36,14:44,8,5600,5600,1,2,1,6,,,20,2,Segmento operacional agrupado com 2 viagens reais.
435,3,3,27,driver_vehicle_change,Troca de veículo,driver,,,14:44,14:44,0,,,0,1,1,,6,12,,,Motorista troca de veículo entre blocos distintos da mesma jornada.
435,3,3,28,mandatory_rest,Descanso obrigatório,driver,,,14:44,15:05,21,,,0,1,1,,6,12,,,
435,3,3,29,commercial_trip,Viagem,trip,1067,IDA,15:05,15:48,43,5615,5615,1,1,2,12,,,21,1,Segmento operacional agrupado com 2 viagens reais.
435,3,3,29,commercial_trip,Viagem,trip,1067,VOLTA,15:48,16:17,29,5623,5623,1,2,1,12,,,22,2,Segmento operacional agrupado com 2 viagens reais.
435,3,3,30,driver_vehicle_change,Troca de veículo,driver,,,16:17,16:17,0,,,0,1,1,,12,5,,,Motorista troca de veículo entre blocos distintos da mesma jornada.
435,3,3,31,mandatory_rest,Descanso obrigatório,driver,,,16:17,16:45,28,,,0,1,1,,12,5,,,
435,3,3,32,commercial_trip,Viagem,trip,1048,IDA,16:45,16:59,14,5634,5634,1,1,2,5,,,23,1,Segmento operacional agrupado com 2 viagens reais.
435,3,3,32,commercial_trip,Viagem,trip,1048,VOLTA,16:59,17:07,8,5636,5636,1,2,1,5,,,24,2,Segmento operacional agrupado com 2 viagens reais.
435,3,3,33,driver_vehicle_change,Troca de veículo,driver,,,17:07,17:07,0,,,0,1,1,,5,8,,,Motorista troca de veículo entre blocos distintos da mesma jornada.
435,3,3,34,mandatory_rest,Descanso obrigatório,driver,,,17:07,17:40,33,,,0,1,1,,5,8,,,
435,3,3,35,commercial_trip,Viagem,trip,1042,IDA,17:40,18:00,20,5650,5650,1,1,2,8,,,25,1,Segmento operacional agrupado com 2 viagens reais.
435,3,3,35,commercial_trip,Viagem,trip,1042,VOLTA,18:00,18:11,11,5653,5653,1,2,1,8,,,26,2,Segmento operacional agrupado com 2 viagens reais.
435,3,3,36,duty_end,Fim de jornada,driver,,,18:11,18:11,0,,,0,1,1,,,,,,
435,4,4,1,duty_start,Início de jornada,driver,,,04:35,04:35,0,,,0,1,1,,,,,,
435,4,4,2,pullout,Soltura,driver,,,04:35,04:45,10,,,0,1,1,,,,,,
435,4,4,3,commercial_trip,Viagem,trip,1042,IDA,04:45,04:58,13,5430,5430,1,1,2,4,,,1,1,Segmento operacional agrupado com 2 viagens reais.
435,4,4,3,commercial_trip,Viagem,trip,1042,VOLTA,04:58,05:07,9,5432,5432,1,2,1,4,,,2,2,Segmento operacional agrupado com 2 viagens reais.
435,4,4,4,driver_vehicle_change,Troca de veículo,driver,,,05:07,05:07,0,,,0,1,1,,4,8,,,Motorista troca de veículo entre blocos distintos da mesma jornada.
435,4,4,5,normal_break,Intervalo normal,driver,,,05:07,05:29,22,,,0,1,1,,4,8,,,
435,4,4,6,commercial_trip,Viagem,trip,1048,IDA,05:29,05:41,12,5440,5440,1,1,2,8,,,3,1,Segmento operacional agrupado com 2 viagens reais.
435,4,4,6,commercial_trip,Viagem,trip,1048,VOLTA,05:41,05:47,6,5443,5443,1,2,1,8,,,4,2,Segmento operacional agrupado com 2 viagens reais.
435,4,4,7,normal_break,Intervalo normal,driver,,,05:47,06:04,17,,,0,1,1,,8,8,,,
435,4,4,8,commercial_trip,Viagem,trip,1048,IDA,06:04,06:15,11,5452,5452,1,1,2,8,,,5,1,Segmento operacional agrupado com 2 viagens reais.
435,4,4,8,commercial_trip,Viagem,trip,1048,VOLTA,06:15,06:22,7,5455,5455,1,2,1,8,,,6,2,Segmento operacional agrupado com 2 viagens reais.
435,4,4,9,driver_vehicle_change,Troca de veículo,driver,,,06:22,06:22,0,,,0,1,1,,8,7,,,Motorista troca de veículo entre blocos distintos da mesma jornada.
435,4,4,10,normal_break,Intervalo normal,driver,,,06:22,06:45,23,,,0,1,1,,8,7,,,
435,4,4,11,commercial_trip,Viagem,trip,1067,IDA,06:45,07:31,46,5484,5484,1,1,2,7,,,7,1,Segmento operacional agrupado com 2 viagens reais.
435,4,4,11,commercial_trip,Viagem,trip,1067,VOLTA,07:31,08:00,29,5494,5494,1,2,1,7,,,8,2,Segmento operacional agrupado com 2 viagens reais.
435,4,4,12,driver_vehicle_change,Troca de veículo,driver,,,08:00,08:00,0,,,0,1,1,,7,8,,,Motorista troca de veículo entre blocos distintos da mesma jornada.
435,4,4,13,normal_break,Intervalo normal,driver,,,08:00,08:50,50,,,0,1,1,,7,8,,,
435,4,4,14,commercial_trip,Viagem,trip,1067,IDA,08:50,09:34,44,5522,5522,1,1,2,8,,,9,1,Segmento operacional agrupado com 2 viagens reais.
435,4,4,14,commercial_trip,Viagem,trip,1067,VOLTA,09:34,10:00,26,5529,5529,1,2,1,8,,,10,2,Segmento operacional agrupado com 2 viagens reais.
435,4,4,15,driver_vehicle_change,Troca de veículo,driver,,,10:00,10:00,0,,,0,1,1,,8,10,,,Motorista troca de veículo entre blocos distintos da mesma jornada.
435,4,4,16,normal_break,Intervalo normal,driver,,,10:00,10:15,15,,,0,1,1,,8,10,,,
435,4,4,17,commercial_trip,Viagem,trip,1042,IDA,10:15,10:32,17,5537,5537,1,1,2,10,,,11,1,Segmento operacional agrupado com 2 viagens reais.
435,4,4,17,commercial_trip,Viagem,trip,1042,VOLTA,10:32,10:44,12,5539,5539,1,2,1,10,,,12,2,Segmento operacional agrupado com 2 viagens reais.
435,4,4,18,normal_break,Intervalo normal,driver,,,10:44,11:15,31,,,0,1,1,,10,10,,,
435,4,4,19,commercial_trip,Viagem,trip,1042,IDA,11:15,11:34,19,5554,5554,1,1,2,10,,,13,1,Segmento operacional agrupado com 2 viagens reais.
435,4,4,19,commercial_trip,Viagem,trip,1042,VOLTA,11:34,11:46,12,5556,5556,1,2,1,10,,,14,2,Segmento operacional agrupado com 2 viagens reais.
435,4,4,20,driver_vehicle_change,Troca de veículo,driver,,,11:46,11:46,0,,,0,1,1,,10,9,,,Motorista troca de veículo entre blocos distintos da mesma jornada.
435,4,4,21,mandatory_rest,Descanso obrigatório,driver,,,11:46,12:10,24,,,0,1,1,,10,9,,,
435,4,4,22,commercial_trip,Viagem,trip,1067,IDA,12:10,12:50,40,5571,5571,1,1,2,9,,,15,1,Segmento operacional agrupado com 2 viagens reais.
435,4,4,22,commercial_trip,Viagem,trip,1067,VOLTA,12:50,13:16,26,5579,5579,1,2,1,9,,,16,2,Segmento operacional agrupado com 2 viagens reais.
435,4,4,23,driver_vehicle_change,Troca de veículo,driver,,,13:16,13:16,0,,,0,1,1,,9,13,,,Motorista troca de veículo entre blocos distintos da mesma jornada.
435,4,4,24,mandatory_rest,Descanso obrigatório,driver,,,13:16,13:50,34,,,0,1,1,,9,13,,,
435,4,4,25,commercial_trip,Viagem,trip,1067,IDA,13:50,14:32,42,5596,5596,1,1,2,13,,,17,1,Segmento operacional agrupado com 2 viagens reais.
435,4,4,25,commercial_trip,Viagem,trip,1067,VOLTA,14:32,14:59,27,5603,5603,1,2,1,13,,,18,2,Segmento operacional agrupado com 2 viagens reais.
435,4,4,26,driver_vehicle_change,Troca de veículo,driver,,,14:59,14:59,0,,,0,1,1,,13,10,,,Motorista troca de veículo entre blocos distintos da mesma jornada.
435,4,4,27,mandatory_rest,Descanso obrigatório,driver,,,14:59,15:25,26,,,0,1,1,,13,10,,,
435,4,4,28,commercial_trip,Viagem,trip,1042,IDA,15:25,15:42,17,5613,5613,1,1,2,10,,,19,1,Segmento operacional agrupado com 2 viagens reais.
435,4,4,28,commercial_trip,Viagem,trip,1042,VOLTA,15:42,15:52,10,5618,5618,1,2,1,10,,,20,2,Segmento operacional agrupado com 2 viagens reais.
435,4,4,29,driver_vehicle_change,Troca de veículo,driver,,,15:52,15:52,0,,,0,1,1,,10,2,,,Motorista troca de veículo entre blocos distintos da mesma jornada.
435,4,4,30,mandatory_rest,Descanso obrigatório,driver,,,15:52,16:15,23,,,0,1,1,,10,2,,,
435,4,4,31,commercial_trip,Viagem,trip,1042,IDA,16:15,16:33,18,5627,5627,1,1,2,2,,,21,1,Segmento operacional agrupado com 2 viagens reais.
435,4,4,31,commercial_trip,Viagem,trip,1042,VOLTA,16:33,16:44,11,5631,5631,1,2,1,2,,,22,2,Segmento operacional agrupado com 2 viagens reais.
435,4,4,32,driver_vehicle_change,Troca de veículo,driver,,,16:44,16:44,0,,,0,1,1,,2,13,,,Motorista troca de veículo entre blocos distintos da mesma jornada.
435,4,4,33,mandatory_rest,Descanso obrigatório,driver,,,16:44,17:21,37,,,0,1,1,,2,13,,,
435,4,4,34,commercial_trip,Viagem,trip,1048,IDA,17:21,17:37,16,5642,5642,1,1,2,13,,,23,1,Segmento operacional agrupado com 2 viagens reais.
435,4,4,34,commercial_trip,Viagem,trip,1048,VOLTA,17:37,17:45,8,5646,5646,1,2,1,13,,,24,2,Segmento operacional agrupado com 2 viagens reais.
435,4,4,35,duty_end,Fim de jornada,driver,,,17:45,17:45,0,,,0,1,1,,,,,,
435,5,5,1,duty_start,Início de jornada,driver,,,04:45,04:45,0,,,0,1,1,,,,,,
435,5,5,2,pullout,Soltura,driver,,,04:45,04:55,10,,,0,1,1,,,,,,
435,5,5,3,commercial_trip,Viagem,trip,1067,IDA,04:55,05:31,36,5438,5438,1,1,2,5,,,1,1,Segmento operacional agrupado com 2 viagens reais.
435,5,5,3,commercial_trip,Viagem,trip,1067,VOLTA,05:31,05:56,25,5445,5445,1,2,1,5,,,2,2,Segmento operacional agrupado com 2 viagens reais.
435,5,5,4,driver_vehicle_change,Troca de veículo,driver,,,05:56,05:56,0,,,0,1,1,,5,4,,,Motorista troca de veículo entre blocos distintos da mesma jornada.
435,5,5,5,normal_break,Intervalo normal,driver,,,05:56,06:15,19,,,0,1,1,,5,4,,,
435,5,5,6,commercial_trip,Viagem,trip,1067,IDA,06:15,06:55,40,5469,5469,1,1,2,4,,,3,1,Segmento operacional agrupado com 2 viagens reais.
435,5,5,6,commercial_trip,Viagem,trip,1067,VOLTA,06:55,07:24,29,5481,5481,1,2,1,4,,,4,2,Segmento operacional agrupado com 2 viagens reais.
435,5,5,7,normal_break,Intervalo normal,driver,,,07:24,07:39,15,,,0,1,1,,4,4,,,
435,5,5,8,commercial_trip,Viagem,trip,1048,IDA,07:39,07:51,12,5493,5493,1,1,2,4,,,5,1,Segmento operacional agrupado com 2 viagens reais.
435,5,5,8,commercial_trip,Viagem,trip,1048,VOLTA,07:51,08:00,9,5495,5495,1,2,1,4,,,6,2,Segmento operacional agrupado com 2 viagens reais.
435,5,5,9,driver_vehicle_change,Troca de veículo,driver,,,08:00,08:00,0,,,0,1,1,,4,7,,,Motorista troca de veículo entre blocos distintos da mesma jornada.
435,5,5,10,normal_break,Intervalo normal,driver,,,08:00,08:15,15,,,0,1,1,,4,7,,,
435,5,5,11,commercial_trip,Viagem,trip,1042,IDA,08:15,08:32,17,5504,5504,1,1,2,7,,,7,1,Segmento operacional agrupado com 2 viagens reais.
435,5,5,11,commercial_trip,Viagem,trip,1042,VOLTA,08:32,08:45,13,5509,5509,1,2,1,7,,,8,2,Segmento operacional agrupado com 2 viagens reais.
435,5,5,12,normal_break,Intervalo normal,driver,,,08:45,09:11,26,,,0,1,1,,7,7,,,
435,5,5,13,commercial_trip,Viagem,trip,1048,IDA,09:11,09:23,12,5518,5518,1,1,2,7,,,9,1,Segmento operacional agrupado com 2 viagens reais.
435,5,5,13,commercial_trip,Viagem,trip,1048,VOLTA,09:23,09:31,8,5521,5521,1,2,1,7,,,10,2,Segmento operacional agrupado com 2 viagens reais.
435,5,5,14,driver_vehicle_change,Troca de veículo,driver,,,09:31,09:31,0,,,0,1,1,,7,5,,,Motorista troca de veículo entre blocos distintos da mesma jornada.
435,5,5,15,normal_break,Intervalo normal,driver,,,09:31,09:59,28,,,0,1,1,,7,5,,,
435,5,5,16,commercial_trip,Viagem,trip,1048,IDA,09:59,10:11,12,5532,5532,1,1,2,5,,,11,1,Segmento operacional agrupado com 2 viagens reais.
435,5,5,16,commercial_trip,Viagem,trip,1048,VOLTA,10:11,10:19,8,5533,5533,1,2,1,5,,,12,2,Segmento operacional agrupado com 2 viagens reais.
435,5,5,17,driver_vehicle_change,Troca de veículo,driver,,,10:19,10:19,0,,,0,1,1,,5,6,,,Motorista troca de veículo entre blocos distintos da mesma jornada.
435,5,5,18,normal_break,Intervalo normal,driver,,,10:19,10:35,16,,,0,1,1,,5,6,,,
435,5,5,19,commercial_trip,Viagem,trip,1042,IDA,10:35,10:52,17,5543,5543,1,1,2,6,,,13,1,Segmento operacional agrupado com 2 viagens reais.
435,5,5,19,commercial_trip,Viagem,trip,1042,VOLTA,10:52,11:04,12,5545,5545,1,2,1,6,,,14,2,Segmento operacional agrupado com 2 viagens reais.
435,5,5,20,driver_vehicle_change,Troca de veículo,driver,,,11:04,11:04,0,,,0,1,1,,6,12,,,Motorista troca de veículo entre blocos distintos da mesma jornada.
435,5,5,21,mandatory_rest,Descanso obrigatório,driver,,,11:04,16:45,341,,,0,1,1,,6,12,,,
435,5,5,22,commercial_trip,Viagem,trip,1067,IDA,16:45,17:38,53,5644,5644,1,1,2,12,,,15,1,Segmento operacional agrupado com 2 viagens reais.
435,5,5,22,commercial_trip,Viagem,trip,1067,VOLTA,17:38,18:09,31,5652,5652,1,2,1,12,,,16,2,Segmento operacional agrupado com 2 viagens reais.
435,5,5,23,duty_end,Fim de jornada,driver,,,18:09,18:09,0,,,0,1,1,,,,,,
435,6,6,1,duty_start,Início de jornada,driver,,,04:50,04:50,0,,,0,1,1,,,,,,
435,6,6,2,pullout,Soltura,driver,,,04:50,05:00,10,,,0,1,1,,,,,,
435,6,6,3,commercial_trip,Viagem,trip,1042,IDA,05:00,05:14,14,5433,5433,1,1,2,6,,,1,1,Segmento operacional agrupado com 2 viagens reais.
435,6,6,3,commercial_trip,Viagem,trip,1042,VOLTA,05:14,05:26,12,5436,5436,1,2,1,6,,,2,2,Segmento operacional agrupado com 2 viagens reais.
435,6,6,4,normal_break,Intervalo normal,driver,,,05:26,05:45,19,,,0,1,1,,6,6,,,
435,6,6,5,commercial_trip,Viagem,trip,1042,IDA,05:45,05:59,14,5447,5447,1,1,2,6,,,3,1,Segmento operacional agrupado com 2 viagens reais.
435,6,6,5,commercial_trip,Viagem,trip,1042,VOLTA,05:59,06:11,12,5450,5450,1,2,1,6,,,4,2,Segmento operacional agrupado com 2 viagens reais.
435,6,6,6,driver_vehicle_change,Troca de veículo,driver,,,06:11,06:11,0,,,0,1,1,,6,12,,,Motorista troca de veículo entre blocos distintos da mesma jornada.
435,6,6,7,normal_break,Intervalo normal,driver,,,06:11,06:30,19,,,0,1,1,,6,12,,,
435,6,6,8,commercial_trip,Viagem,trip,1067,IDA,06:30,07:16,46,5477,5477,1,1,2,12,,,5,1,Segmento operacional agrupado com 2 viagens reais.
435,6,6,8,commercial_trip,Viagem,trip,1067,VOLTA,07:16,07:49,33,5490,5490,1,2,1,12,,,6,2,Segmento operacional agrupado com 2 viagens reais.
435,6,6,9,normal_break,Intervalo normal,driver,,,07:49,08:25,36,,,0,1,1,,12,12,,,
