schedule_id,duty_id,driver_id,sequence_in_duty,segment_sequence,sequence_in_bundle,bundle_trip_count,bundle_event_type,source_trip_id,public_trip_id,line_id,line_code,direction,start_time,end_time,duration_minutes,origin_id,destination_id,block_id,vehicle_id,sequence_in_block,trip_group_id,pair_id
435,1,1,1,2,1,2,commercial_trip_bundle,5437,2201,,1042,IDA,05:15,05:29,14,1,2,1,1,3,,P100
435,1,1,2,2,2,2,commercial_trip_bundle,5441,2202,,1042,VOLTA,05:29,05:41,12,2,1,1,1,4,,P100
435,1,1,3,4,1,2,commercial_trip_bundle,5451,2207,,1042,IDA,06:00,06:15,15,1,2,1,1,5,,P103
435,1,1,4,4,2,2,commercial_trip_bundle,5457,2208,,1042,VOLTA,06:15,06:27,12,2,1,1,1,6,,P103
435,1,1,5,6,1,2,commercial_trip_bundle,5470,2217,,1042,IDA,06:42,06:57,15,1,2,1,1,7,,P108
435,1,1,6,6,2,2,commercial_trip_bundle,5475,2218,,1042,VOLTA,06:57,07:09,12,2,1,1,1,8,,P108
435,2,2,1,3,1,2,commercial_trip_bundle,5431,2105,,1067,IDA,04:30,05:06,36,1,2,2,2,1,,P052
435,2,2,2,3,2,2,commercial_trip_bundle,5439,2106,,1067,VOLTA,05:06,05:31,25,2,1,2,2,2,,P052
435,2,2,3,5,1,2,commercial_trip_bundle,5448,2019,,1048,IDA,05:49,06:01,12,1,2,2,2,3,,P009
435,2,2,4,5,2,2,commercial_trip_bundle,5449,2020,,1048,VOLTA,06:01,06:08,7,2,1,2,2,4,,P009
435,2,2,5,7,1,2,commercial_trip_bundle,5463,2213,,1042,IDA,06:26,06:41,15,1,2,2,2,5,,P106
435,2,2,6,7,2,2,commercial_trip_bundle,5468,2214,,1042,VOLTA,06:41,06:53,12,2,1,2,2,6,,P106
435,2,2,7,9,1,2,commercial_trip_bundle,5482,2223,,1042,IDA,07:10,07:26,16,1,2,2,2,7,,P111
435,2,2,8,9,2,2,commercial_trip_bundle,5487,2224,,1042,VOLTA,07:26,07:39,13,2,1,2,2,8,,P111
435,2,2,9,12,1,2,commercial_trip_bundle,5498,2229,,1042,IDA,07:55,08:11,16,1,2,8,8,9,,P114
435,2,2,10,12,2,2,commercial_trip_bundle,5502,2230,,1042,VOLTA,08:11,08:24,13,2,1,8,8,10,,P114
435,2,2,11,15,1,2,commercial_trip_bundle,5512,2037,,1048,IDA,08:47,09:00,13,1,2,2,2,11,,P018
435,2,2,12,15,2,2,commercial_trip_bundle,5514,2038,,1048,VOLTA,09:00,09:08,8,2,1,2,2,12,,P018
435,2,2,13,18,1,2,commercial_trip_bundle,5553,2141,,1067,IDA,10:55,11:34,39,1,2,8,8,13,,P070
435,2,2,14,18,2,2,commercial_trip_bundle,5561,2142,,1067,VOLTA,11:34,12:00,26,2,1,8,8,14,,P070
435,2,2,15,21,1,2,commercial_trip_bundle,5609,2069,,1048,IDA,15:11,15:23,12,1,2,4,4,13,,P034
435,2,2,16,21,2,2,commercial_trip_bundle,5612,2070,,1048,VOLTA,15:23,15:31,8,2,1,4,4,14,,P034
435,2,2,17,23,1,2,commercial_trip_bundle,5620,2271,,1042,IDA,15:50,16:07,17,1,2,4,4,15,,P135
435,2,2,18,23,2,2,commercial_trip_bundle,5624,2272,,1042,VOLTA,16:07,16:18,11,2,1,4,4,16,,P135
435,2,2,19,25,1,2,commercial_trip_bundle,5633,2275,,1042,IDA,16:40,16:58,18,1,2,4,4,17,,P137
435,2,2,20,25,2,2,commercial_trip_bundle,5637,2276,,1042,VOLTA,16:58,17:09,11,2,1,4,4,18,,P137
435,2,2,21,28,1,2,commercial_trip_bundle,5648,2085,,1048,IDA,17:39,17:55,16,1,2,11,11,19,,P042
435,2,2,22,28,2,2,commercial_trip_bundle,5651,2086,,1048,VOLTA,17:55,18:03,8,2,1,11,11,20,,P042
435,3,3,1,3,1,2,commercial_trip_bundle,5427,2013,,1048,IDA,04:35,04:43,8,1,2,3,3,1,,P006
435,3,3,2,3,2,2,commercial_trip_bundle,5428,2014,,1048,VOLTA,04:43,04:48,5,2,1,3,3,2,,P006
435,3,3,3,5,1,2,commercial_trip_bundle,5434,2015,,1048,IDA,05:04,05:16,12,1,2,3,3,3,,P007
435,3,3,4,5,2,2,commercial_trip_bundle,5435,2016,,1048,VOLTA,05:16,05:22,6,2,1,3,3,4,,P007
435,3,3,5,7,1,2,commercial_trip_bundle,5453,2111,,1067,IDA,05:40,06:16,36,1,2,3,3,5,,P055
435,3,3,6,7,2,2,commercial_trip_bundle,5464,2112,,1067,VOLTA,06:16,06:42,26,2,1,3,3,6,,P055
435,3,3,7,10,1,2,commercial_trip_bundle,5476,2027,,1048,IDA,06:59,07:10,11,1,2,11,11,3,,P013
435,3,3,8,10,2,2,commercial_trip_bundle,5480,2028,,1048,VOLTA,07:10,07:19,9,2,1,11,11,4,,P013
435,3,3,9,13,1,2,commercial_trip_bundle,5503,2125,,1067,IDA,07:40,08:32,52,1,2,9,9,3,,P062
435,3,3,10,13,2,2,commercial_trip_bundle,5511,2126,,1067,VOLTA,08:32,08:59,27,2,1,9,9,4,,P062
435,3,3,11,16,1,2,commercial_trip_bundle,5520,2237,,1042,IDA,09:15,09:31,16,1,2,1,1,9,,P118
435,3,3,12,16,2,2,commercial_trip_bundle,5524,2238,,1042,VOLTA,09:31,09:43,12,2,1,1,1,10,,P118
435,3,3,13,19,1,2,commercial_trip_bundle,5541,2137,,1067,IDA,10:05,10:48,43,1,2,13,13,3,,P068
435,3,3,14,19,2,2,commercial_trip_bundle,5549,2138,,1067,VOLTA,10:48,11:14,26,2,1,13,13,4,,P068
435,3,3,15,21,1,2,commercial_trip_bundle,5565,2145,,1067,IDA,11:45,12:24,39,1,2,13,13,5,,P072
435,3,3,16,21,2,2,commercial_trip_bundle,5572,2146,,1067,VOLTA,12:24,12:50,26,2,1,13,13,6,,P072
435,3,3,17,23,1,2,commercial_trip_bundle,5580,2059,,1048,IDA,13:11,13:25,14,1,2,13,13,7,,P029
435,3,3,18,23,2,2,commercial_trip_bundle,5582,2060,,1048,VOLTA,13:25,13:32,7,2,1,13,13,8,,P029
435,3,3,19,26,1,2,commercial_trip_bundle,5598,2065,,1048,IDA,14:23,14:36,13,1,2,6,6,19,,P032
435,3,3,20,26,2,2,commercial_trip_bundle,5600,2066,,1048,VOLTA,14:36,14:44,8,2,1,6,6,20,,P032
435,3,3,21,29,1,2,commercial_trip_bundle,5615,2161,,1067,IDA,15:05,15:48,43,1,2,12,12,15,,P080
435,3,3,22,29,2,2,commercial_trip_bundle,5623,2162,,1067,VOLTA,15:48,16:17,29,2,1,12,12,16,,P080
435,3,3,23,32,1,2,commercial_trip_bundle,5634,2079,,1048,IDA,16:45,16:59,14,1,2,5,5,13,,P039
435,3,3,24,32,2,2,commercial_trip_bundle,5636,2080,,1048,VOLTA,16:59,17:07,8,2,1,5,5,14,,P039
435,3,3,25,35,1,2,commercial_trip_bundle,5650,2281,,1042,IDA,17:40,18:00,20,1,2,8,8,19,,P140
435,3,3,26,35,2,2,commercial_trip_bundle,5653,2282,,1042,VOLTA,18:00,18:11,11,2,1,8,8,20,,P140
435,4,4,1,3,1,2,commercial_trip_bundle,5430,2197,,1042,IDA,04:45,04:58,13,1,2,4,4,1,,P098
435,4,4,2,3,2,2,commercial_trip_bundle,5432,2198,,1042,VOLTA,04:58,05:07,9,2,1,4,4,2,,P098
435,4,4,3,6,1,2,commercial_trip_bundle,5440,2017,,1048,IDA,05:29,05:41,12,1,2,8,8,1,,P008
435,4,4,4,6,2,2,commercial_trip_bundle,5443,2018,,1048,VOLTA,05:41,05:47,6,2,1,8,8,2,,P008
435,4,4,5,8,1,2,commercial_trip_bundle,5452,2021,,1048,IDA,06:04,06:15,11,1,2,8,8,3,,P010
435,4,4,6,8,2,2,commercial_trip_bundle,5455,2022,,1048,VOLTA,06:15,06:22,7,2,1,8,8,4,,P010
435,4,4,7,11,1,2,commercial_trip_bundle,5484,2119,,1067,IDA,06:45,07:31,46,1,2,7,7,3,,P059
435,4,4,8,11,2,2,commercial_trip_bundle,5494,2120,,1067,VOLTA,07:31,08:00,29,2,1,7,7,4,,P059
435,4,4,9,14,1,2,commercial_trip_bundle,5522,2131,,1067,IDA,08:50,09:34,44,1,2,8,8,11,,P065
435,4,4,10,14,2,2,commercial_trip_bundle,5529,2132,,1067,VOLTA,09:34,10:00,26,2,1,8,8,12,,P065
435,4,4,11,17,1,2,commercial_trip_bundle,5537,2243,,1042,IDA,10:15,10:32,17,1,2,10,10,9,,P121
435,4,4,12,17,2,2,commercial_trip_bundle,5539,2244,,1042,VOLTA,10:32,10:44,12,2,1,10,10,10,,P121
435,4,4,13,19,1,2,commercial_trip_bundle,5554,2249,,1042,IDA,11:15,11:34,19,1,2,10,10,11,,P124
435,4,4,14,19,2,2,commercial_trip_bundle,5556,2250,,1042,VOLTA,11:34,11:46,12,2,1,10,10,12,,P124
435,4,4,15,22,1,2,commercial_trip_bundle,5571,2147,,1067,IDA,12:10,12:50,40,1,2,9,9,9,,P073
435,4,4,16,22,2,2,commercial_trip_bundle,5579,2148,,1067,VOLTA,12:50,13:16,26,2,1,9,9,10,,P073
435,4,4,17,25,1,2,commercial_trip_bundle,5596,2155,,1067,IDA,13:50,14:32,42,1,2,13,13,9,,P077
435,4,4,18,25,2,2,commercial_trip_bundle,5603,2156,,1067,VOLTA,14:32,14:59,27,2,1,13,13,10,,P077
435,4,4,19,28,1,2,commercial_trip_bundle,5613,2269,,1042,IDA,15:25,15:42,17,1,2,10,10,19,,P134
435,4,4,20,28,2,2,commercial_trip_bundle,5618,2270,,1042,VOLTA,15:42,15:52,10,2,1,10,10,20,,P134
435,4,4,21,31,1,2,commercial_trip_bundle,5627,2273,,1042,IDA,16:15,16:33,18,1,2,2,2,19,,P136
435,4,4,22,31,2,2,commercial_trip_bundle,5631,2274,,1042,VOLTA,16:33,16:44,11,2,1,2,2,20,,P136
435,4,4,23,34,1,2,commercial_trip_bundle,5642,2083,,1048,IDA,17:21,17:37,16,1,2,13,13,13,,P041
435,4,4,24,34,2,2,commercial_trip_bundle,5646,2084,,1048,VOLTA,17:37,17:45,8,2,1,13,13,14,,P041
