schedule_id,duty_id,driver_id,driver_display_name,operator_not_assigned,duty_start,duty_end,sequence,event_type,event_label,event_scope,line_code,direction,start_time,end_time,duration_minutes,trip_id,trip_ids,trip_count,origin_id,destination_id,vehicle_id,from_vehicle_id,to_vehicle_id,sequence_in_duty,sequence_in_bundle,mandatory_rest_required,has_valid_mandatory_rest,issue_severity,issue_codes,issue_explanation,explanation
448,3,3,Operador não atribuído (D3),True,04:25,07:29,10,normal_break,Intervalo normal,driver,,,06:08,06:18,10,,,0,1,1,,2,2,,,False,False,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,
448,3,3,Operador não atribuído (D3),True,04:25,07:29,11,commercial_trip,Viagem,trip,1042,IDA,06:18,06:33,15,5459,5459,1,1,2,2,,,7,1,False,False,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Segmento operacional agrupado com 2 viagens reais.
448,3,3,Operador não atribuído (D3),True,04:25,07:29,11,commercial_trip,Viagem,trip,1042,VOLTA,06:33,06:45,12,5465,5465,1,2,1,2,,,8,2,False,False,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Segmento operacional agrupado com 2 viagens reais.
448,3,3,Operador não atribuído (D3),True,04:25,07:29,12,driver_vehicle_change,Troca de veículo,driver,,,06:45,06:45,0,,,0,1,1,,2,6,,,False,False,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Motorista troca de veículo entre blocos distintos da mesma jornada.
448,3,3,Operador não atribuído (D3),True,04:25,07:29,13,driver_vehicle_change,Troca de veículo,driver,,,06:45,06:45,0,,,0,1,1,,2,6,,,False,False,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Motorista troca de veículo entre blocos distintos da mesma jornada.
448,3,3,Operador não atribuído (D3),True,04:25,07:29,14,normal_break,Intervalo normal,driver,,,06:45,07:00,15,,,0,1,1,,2,6,,,False,False,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,
448,3,3,Operador não atribuído (D3),True,04:25,07:29,15,commercial_trip,Viagem,trip,1042,IDA,07:00,07:16,16,5478,5478,1,1,2,6,,,9,1,False,False,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Segmento operacional agrupado com 2 viagens reais.
448,3,3,Operador não atribuído (D3),True,04:25,07:29,15,commercial_trip,Viagem,trip,1042,VOLTA,07:16,07:29,13,5483,5483,1,2,1,6,,,10,2,False,False,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Segmento operacional agrupado com 2 viagens reais.
448,3,3,Operador não atribuído (D3),True,04:25,07:29,16,duty_end,Fim de jornada,driver,,,07:29,07:29,0,,,0,1,1,,,,,,False,False,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,
448,4,4,Operador não atribuído (D4),True,04:35,13:08,1,duty_start,Início de jornada,driver,,,04:35,04:35,0,,,0,1,1,,,,,,True,True,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,
448,4,4,Operador não atribuído (D4),True,04:35,13:08,2,pullout,Soltura,driver,,,04:35,04:45,10,,,0,1,1,,,,,,True,True,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,
448,4,4,Operador não atribuído (D4),True,04:35,13:08,3,commercial_trip,Viagem,trip,1042,IDA,04:45,04:58,13,5430,5430,1,1,2,4,,,1,1,True,True,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Segmento operacional agrupado com 2 viagens reais.
448,4,4,Operador não atribuído (D4),True,04:35,13:08,3,commercial_trip,Viagem,trip,1042,VOLTA,04:58,05:07,9,5432,5432,1,2,1,4,,,2,2,True,True,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Segmento operacional agrupado com 2 viagens reais.
448,4,4,Operador não atribuído (D4),True,04:35,13:08,4,normal_break,Intervalo normal,driver,,,05:07,05:20,13,,,0,1,1,,4,4,,,True,True,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,
448,4,4,Operador não atribuído (D4),True,04:35,13:08,5,commercial_trip,Viagem,trip,1067,IDA,05:20,05:56,36,5444,5444,1,1,2,4,,,3,1,True,True,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Segmento operacional agrupado com 2 viagens reais.
448,4,4,Operador não atribuído (D4),True,04:35,13:08,5,commercial_trip,Viagem,trip,1067,VOLTA,05:56,06:21,25,5454,5454,1,2,1,4,,,4,2,True,True,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Segmento operacional agrupado com 2 viagens reais.
448,4,4,Operador não atribuído (D4),True,04:35,13:08,6,driver_vehicle_change,Troca de veículo,driver,,,06:21,06:21,0,,,0,1,1,,4,9,,,True,True,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Motorista troca de veículo entre blocos distintos da mesma jornada.
448,4,4,Operador não atribuído (D4),True,04:35,13:08,7,driver_vehicle_change,Troca de veículo,driver,,,06:21,06:21,0,,,0,1,1,,4,9,,,True,True,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Motorista troca de veículo entre blocos distintos da mesma jornada.
448,4,4,Operador não atribuído (D4),True,04:35,13:08,8,normal_break,Intervalo normal,driver,,,06:21,06:34,13,,,0,1,1,,4,9,,,True,True,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,
448,4,4,Operador não atribuído (D4),True,04:35,13:08,9,commercial_trip,Viagem,trip,1042,IDA,06:34,06:49,15,5466,5466,1,1,2,9,,,5,1,True,True,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Segmento operacional agrupado com 2 viagens reais.
448,4,4,Operador não atribuído (D4),True,04:35,13:08,9,commercial_trip,Viagem,trip,1042,VOLTA,06:49,07:01,12,5472,5472,1,2,1,9,,,6,2,True,True,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Segmento operacional agrupado com 2 viagens reais.
448,4,4,Operador não atribuído (D4),True,04:35,13:08,10,driver_vehicle_change,Troca de veículo,driver,,,07:01,07:01,0,,,0,1,1,,9,1,,,True,True,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Motorista troca de veículo entre blocos distintos da mesma jornada.
448,4,4,Operador não atribuído (D4),True,04:35,13:08,11,driver_vehicle_change,Troca de veículo,driver,,,07:01,07:01,0,,,0,1,1,,9,1,,,True,True,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Motorista troca de veículo entre blocos distintos da mesma jornada.
448,4,4,Operador não atribuído (D4),True,04:35,13:08,12,normal_break,Intervalo normal,driver,,,07:01,07:20,19,,,0,1,1,,9,1,,,True,True,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,
448,4,4,Operador não atribuído (D4),True,04:35,13:08,13,commercial_trip,Viagem,trip,1067,IDA,07:20,08:07,47,5497,5497,1,1,2,1,,,7,1,True,True,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Segmento operacional agrupado com 2 viagens reais.
448,4,4,Operador não atribuído (D4),True,04:35,13:08,13,commercial_trip,Viagem,trip,1067,VOLTA,08:07,08:36,29,5505,5505,1,2,1,1,,,8,2,True,True,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Segmento operacional agrupado com 2 viagens reais.
448,4,4,Operador não atribuído (D4),True,04:35,13:08,14,driver_vehicle_change,Troca de veículo,driver,,,08:36,08:36,0,,,0,1,1,,1,4,,,True,True,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Motorista troca de veículo entre blocos distintos da mesma jornada.
448,4,4,Operador não atribuído (D4),True,04:35,13:08,15,driver_vehicle_change,Troca de veículo,driver,,,08:36,08:36,0,,,0,1,1,,1,4,,,True,True,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Motorista troca de veículo entre blocos distintos da mesma jornada.
448,4,4,Operador não atribuído (D4),True,04:35,13:08,16,normal_break,Intervalo normal,driver,,,08:36,08:47,11,,,0,1,1,,1,4,,,True,True,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,
448,4,4,Operador não atribuído (D4),True,04:35,13:08,17,commercial_trip,Viagem,trip,1048,IDA,08:47,09:00,13,5512,5512,1,1,2,4,,,9,1,True,True,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Segmento operacional agrupado com 2 viagens reais.
448,4,4,Operador não atribuído (D4),True,04:35,13:08,17,commercial_trip,Viagem,trip,1048,VOLTA,09:00,09:08,8,5514,5514,1,2,1,4,,,10,2,True,True,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Segmento operacional agrupado com 2 viagens reais.
448,4,4,Operador não atribuído (D4),True,04:35,13:08,18,driver_vehicle_change,Troca de veículo,driver,,,09:08,09:08,0,,,0,1,1,,4,10,,,True,True,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Motorista troca de veículo entre blocos distintos da mesma jornada.
448,4,4,Operador não atribuído (D4),True,04:35,13:08,19,driver_vehicle_change,Troca de veículo,driver,,,09:08,09:08,0,,,0,1,1,,4,10,,,True,True,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Motorista troca de veículo entre blocos distintos da mesma jornada.
448,4,4,Operador não atribuído (D4),True,04:35,13:08,20,normal_break,Intervalo normal,driver,,,09:08,09:40,32,,,0,1,1,,4,10,,,True,True,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,
448,4,4,Operador não atribuído (D4),True,04:35,13:08,21,commercial_trip,Viagem,trip,1067,IDA,09:40,10:23,43,5534,5534,1,1,2,10,,,11,1,True,True,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Segmento operacional agrupado com 2 viagens reais.
448,4,4,Operador não atribuído (D4),True,04:35,13:08,21,commercial_trip,Viagem,trip,1067,VOLTA,10:23,10:49,26,5542,5542,1,2,1,10,,,12,2,True,True,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Segmento operacional agrupado com 2 viagens reais.
448,4,4,Operador não atribuído (D4),True,04:35,13:08,22,driver_vehicle_change,Troca de veículo,driver,,,10:49,10:49,0,,,0,1,1,,10,1,,,True,True,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Motorista troca de veículo entre blocos distintos da mesma jornada.
448,4,4,Operador não atribuído (D4),True,04:35,13:08,23,driver_vehicle_change,Troca de veículo,driver,,,10:49,10:49,0,,,0,1,1,,10,1,,,True,True,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Motorista troca de veículo entre blocos distintos da mesma jornada.
448,4,4,Operador não atribuído (D4),True,04:35,13:08,24,mandatory_rest,Descanso obrigatório,driver,,,10:49,11:20,31,,,0,1,1,,10,1,,,True,True,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,
448,4,4,Operador não atribuído (D4),True,04:35,13:08,25,commercial_trip,Viagem,trip,1067,IDA,11:20,11:59,39,5559,5559,1,1,2,1,,,13,1,True,True,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Segmento operacional agrupado com 2 viagens reais.
448,4,4,Operador não atribuído (D4),True,04:35,13:08,25,commercial_trip,Viagem,trip,1067,VOLTA,11:59,12:25,26,5566,5566,1,2,1,1,,,14,2,True,True,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Segmento operacional agrupado com 2 viagens reais.
448,4,4,Operador não atribuído (D4),True,04:35,13:08,26,normal_break,Intervalo normal,driver,,,12:25,12:47,22,,,0,1,1,,1,1,,,True,True,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,
448,4,4,Operador não atribuído (D4),True,04:35,13:08,27,commercial_trip,Viagem,trip,1048,IDA,12:47,13:01,14,5574,5574,1,1,2,1,,,15,1,True,True,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Segmento operacional agrupado com 2 viagens reais.
448,4,4,Operador não atribuído (D4),True,04:35,13:08,27,commercial_trip,Viagem,trip,1048,VOLTA,13:01,13:08,7,5576,5576,1,2,1,1,,,16,2,True,True,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Segmento operacional agrupado com 2 viagens reais.
448,4,4,Operador não atribuído (D4),True,04:35,13:08,28,duty_end,Fim de jornada,driver,,,13:08,13:08,0,,,0,1,1,,,,,,True,True,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,
448,5,5,Operador não atribuído (D5),True,04:45,10:23,1,duty_start,Início de jornada,driver,,,04:45,04:45,0,,,0,1,1,,,,,,False,False,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,
448,5,5,Operador não atribuído (D5),True,04:45,10:23,2,pullout,Soltura,driver,,,04:45,04:55,10,,,0,1,1,,,,,,False,False,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,
448,5,5,Operador não atribuído (D5),True,04:45,10:23,3,commercial_trip,Viagem,trip,1067,IDA,04:55,05:31,36,5438,5438,1,1,2,5,,,1,1,False,False,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Segmento operacional agrupado com 2 viagens reais.
448,5,5,Operador não atribuído (D5),True,04:45,10:23,3,commercial_trip,Viagem,trip,1067,VOLTA,05:31,05:56,25,5445,5445,1,2,1,5,,,2,2,False,False,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Segmento operacional agrupado com 2 viagens reais.
448,5,5,Operador não atribuído (D5),True,04:45,10:23,4,normal_break,Intervalo normal,driver,,,05:56,06:10,14,,,0,1,1,,5,5,,,False,False,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,
448,5,5,Operador não atribuído (D5),True,04:45,10:23,5,commercial_trip,Viagem,trip,1042,IDA,06:10,06:25,15,5456,5456,1,1,2,5,,,3,1,False,False,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Segmento operacional agrupado com 2 viagens reais.
448,5,5,Operador não atribuído (D5),True,04:45,10:23,5,commercial_trip,Viagem,trip,1042,VOLTA,06:25,06:37,12,5460,5460,1,2,1,5,,,4,2,False,False,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Segmento operacional agrupado com 2 viagens reais.
448,5,5,Operador não atribuído (D5),True,04:45,10:23,6,driver_vehicle_change,Troca de veículo,driver,,,06:37,06:37,0,,,0,1,1,,5,10,,,False,False,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Motorista troca de veículo entre blocos distintos da mesma jornada.
448,5,5,Operador não atribuído (D5),True,04:45,10:23,7,driver_vehicle_change,Troca de veículo,driver,,,06:37,06:37,0,,,0,1,1,,5,10,,,False,False,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Motorista troca de veículo entre blocos distintos da mesma jornada.
448,5,5,Operador não atribuído (D5),True,04:45,10:23,8,normal_break,Intervalo normal,driver,,,06:37,06:50,13,,,0,1,1,,5,10,,,False,False,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,
448,5,5,Operador não atribuído (D5),True,04:45,10:23,9,commercial_trip,Viagem,trip,1042,IDA,06:50,07:05,15,5473,5473,1,1,2,10,,,5,1,False,False,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Segmento operacional agrupado com 2 viagens reais.
448,5,5,Operador não atribuído (D5),True,04:45,10:23,9,commercial_trip,Viagem,trip,1042,VOLTA,07:05,07:18,13,5479,5479,1,2,1,10,,,6,2,False,False,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Segmento operacional agrupado com 2 viagens reais.
448,5,5,Operador não atribuído (D5),True,04:45,10:23,10,driver_vehicle_change,Troca de veículo,driver,,,07:18,07:18,0,,,0,1,1,,10,6,,,False,False,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Motorista troca de veículo entre blocos distintos da mesma jornada.
448,5,5,Operador não atribuído (D5),True,04:45,10:23,11,driver_vehicle_change,Troca de veículo,driver,,,07:18,07:18,0,,,0,1,1,,10,6,,,False,False,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Motorista troca de veículo entre blocos distintos da mesma jornada.
448,5,5,Operador não atribuído (D5),True,04:45,10:23,12,normal_break,Intervalo normal,driver,,,07:18,07:39,21,,,0,1,1,,10,6,,,False,False,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,
448,5,5,Operador não atribuído (D5),True,04:45,10:23,13,commercial_trip,Viagem,trip,1048,IDA,07:39,07:51,12,5493,5493,1,1,2,6,,,7,1,False,False,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Segmento operacional agrupado com 2 viagens reais.
448,5,5,Operador não atribuído (D5),True,04:45,10:23,13,commercial_trip,Viagem,trip,1048,VOLTA,07:51,08:00,9,5495,5495,1,2,1,6,,,8,2,False,False,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Segmento operacional agrupado com 2 viagens reais.
448,5,5,Operador não atribuído (D5),True,04:45,10:23,14,driver_vehicle_change,Troca de veículo,driver,,,08:00,08:00,0,,,0,1,1,,6,3,,,False,False,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Motorista troca de veículo entre blocos distintos da mesma jornada.
448,5,5,Operador não atribuído (D5),True,04:45,10:23,15,driver_vehicle_change,Troca de veículo,driver,,,08:00,08:00,0,,,0,1,1,,6,3,,,False,False,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Motorista troca de veículo entre blocos distintos da mesma jornada.
448,5,5,Operador não atribuído (D5),True,04:45,10:23,16,normal_break,Intervalo normal,driver,,,08:00,08:25,25,,,0,1,1,,6,3,,,False,False,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,
448,5,5,Operador não atribuído (D5),True,04:45,10:23,17,commercial_trip,Viagem,trip,1067,IDA,08:25,09:09,44,5515,5515,1,1,2,3,,,9,1,False,False,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Segmento operacional agrupado com 2 viagens reais.
448,5,5,Operador não atribuído (D5),True,04:45,10:23,17,commercial_trip,Viagem,trip,1067,VOLTA,09:09,09:36,27,5523,5523,1,2,1,3,,,10,2,False,False,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Segmento operacional agrupado com 2 viagens reais.
448,5,5,Operador não atribuído (D5),True,04:45,10:23,18,driver_vehicle_change,Troca de veículo,driver,,,09:36,09:36,0,,,0,1,1,,3,4,,,False,False,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Motorista troca de veículo entre blocos distintos da mesma jornada.
448,5,5,Operador não atribuído (D5),True,04:45,10:23,19,driver_vehicle_change,Troca de veículo,driver,,,09:36,09:36,0,,,0,1,1,,3,4,,,False,False,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Motorista troca de veículo entre blocos distintos da mesma jornada.
448,5,5,Operador não atribuído (D5),True,04:45,10:23,20,normal_break,Intervalo normal,driver,,,09:36,09:55,19,,,0,1,1,,3,4,,,False,False,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,
448,5,5,Operador não atribuído (D5),True,04:45,10:23,21,commercial_trip,Viagem,trip,1042,IDA,09:55,10:11,16,5531,5531,1,1,2,4,,,11,1,False,False,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Segmento operacional agrupado com 2 viagens reais.
448,5,5,Operador não atribuído (D5),True,04:45,10:23,21,commercial_trip,Viagem,trip,1042,VOLTA,10:11,10:23,12,5535,5535,1,2,1,4,,,12,2,False,False,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Segmento operacional agrupado com 2 viagens reais.
448,5,5,Operador não atribuído (D5),True,04:45,10:23,22,duty_end,Fim de jornada,driver,,,10:23,10:23,0,,,0,1,1,,,,,,False,False,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,
448,6,6,Operador não atribuído (D6),True,05:15,13:49,1,duty_start,Início de jornada,driver,,,05:15,05:15,0,,,0,1,1,,,,,,True,False,soft,MANDATORY_REST_MISSING,"Adicionar uma duty, revisar o pairing ou ajustar a regra configuravel de mandatory_rest da CCT.",
448,6,6,Operador não atribuído (D6),True,05:15,13:49,2,commercial_trip,Viagem,trip,1042,IDA,05:15,05:29,14,5437,5437,1,1,2,1,,,1,1,True,False,soft,MANDATORY_REST_MISSING,"Adicionar uma duty, revisar o pairing ou ajustar a regra configuravel de mandatory_rest da CCT.",Segmento operacional agrupado com 2 viagens reais.
448,6,6,Operador não atribuído (D6),True,05:15,13:49,2,commercial_trip,Viagem,trip,1042,VOLTA,05:29,05:41,12,5441,5441,1,2,1,1,,,2,2,True,False,soft,MANDATORY_REST_MISSING,"Adicionar uma duty, revisar o pairing ou ajustar a regra configuravel de mandatory_rest da CCT.",Segmento operacional agrupado com 2 viagens reais.
448,6,6,Operador não atribuído (D6),True,05:15,13:49,3,normal_break,Intervalo normal,driver,,,05:41,06:00,19,,,0,1,1,,1,1,,,True,False,soft,MANDATORY_REST_MISSING,"Adicionar uma duty, revisar o pairing ou ajustar a regra configuravel de mandatory_rest da CCT.",
448,6,6,Operador não atribuído (D6),True,05:15,13:49,4,commercial_trip,Viagem,trip,1067,IDA,06:00,06:40,40,5462,5462,1,1,2,1,,,3,1,True,False,soft,MANDATORY_REST_MISSING,"Adicionar uma duty, revisar o pairing ou ajustar a regra configuravel de mandatory_rest da CCT.",Segmento operacional agrupado com 2 viagens reais.
448,6,6,Operador não atribuído (D6),True,05:15,13:49,4,commercial_trip,Viagem,trip,1067,VOLTA,06:40,07:09,29,5474,5474,1,2,1,1,,,4,2,True,False,soft,MANDATORY_REST_MISSING,"Adicionar uma duty, revisar o pairing ou ajustar a regra configuravel de mandatory_rest da CCT.",Segmento operacional agrupado com 2 viagens reais.
448,6,6,Operador não atribuído (D6),True,05:15,13:49,5,driver_vehicle_change,Troca de veículo,driver,,,07:09,07:09,0,,,0,1,1,,1,4,,,True,False,soft,MANDATORY_REST_MISSING,"Adicionar uma duty, revisar o pairing ou ajustar a regra configuravel de mandatory_rest da CCT.",Motorista troca de veículo entre blocos distintos da mesma jornada.
448,6,6,Operador não atribuído (D6),True,05:15,13:49,6,driver_vehicle_change,Troca de veículo,driver,,,07:09,07:09,0,,,0,1,1,,1,4,,,True,False,soft,MANDATORY_REST_MISSING,"Adicionar uma duty, revisar o pairing ou ajustar a regra configuravel de mandatory_rest da CCT.",Motorista troca de veículo entre blocos distintos da mesma jornada.
448,6,6,Operador não atribuído (D6),True,05:15,13:49,7,normal_break,Intervalo normal,driver,,,07:09,07:19,10,,,0,1,1,,1,4,,,True,False,soft,MANDATORY_REST_MISSING,"Adicionar uma duty, revisar o pairing ou ajustar a regra configuravel de mandatory_rest da CCT.",
448,6,6,Operador não atribuído (D6),True,05:15,13:49,8,commercial_trip,Viagem,trip,1048,IDA,07:19,07:31,12,5485,5485,1,1,2,4,,,5,1,True,False,soft,MANDATORY_REST_MISSING,"Adicionar uma duty, revisar o pairing ou ajustar a regra configuravel de mandatory_rest da CCT.",Segmento operacional agrupado com 2 viagens reais.
448,6,6,Operador não atribuído (D6),True,05:15,13:49,8,commercial_trip,Viagem,trip,1048,VOLTA,07:31,07:40,9,5488,5488,1,2,1,4,,,6,2,True,False,soft,MANDATORY_REST_MISSING,"Adicionar uma duty, revisar o pairing ou ajustar a regra configuravel de mandatory_rest da CCT.",Segmento operacional agrupado com 2 viagens reais.
448,6,6,Operador não atribuído (D6),True,05:15,13:49,9,normal_break,Intervalo normal,driver,,,07:40,07:55,15,,,0,1,1,,4,4,,,True,False,soft,MANDATORY_REST_MISSING,"Adicionar uma duty, revisar o pairing ou ajustar a regra configuravel de mandatory_rest da CCT.",
448,6,6,Operador não atribuído (D6),True,05:15,13:49,10,commercial_trip,Viagem,trip,1042,IDA,07:55,08:11,16,5498,5498,1,1,2,4,,,7,1,True,False,soft,MANDATORY_REST_MISSING,"Adicionar uma duty, revisar o pairing ou ajustar a regra configuravel de mandatory_rest da CCT.",Segmento operacional agrupado com 2 viagens reais.
448,6,6,Operador não atribuído (D6),True,05:15,13:49,10,commercial_trip,Viagem,trip,1042,VOLTA,08:11,08:24,13,5502,5502,1,2,1,4,,,8,2,True,False,soft,MANDATORY_REST_MISSING,"Adicionar uma duty, revisar o pairing ou ajustar a regra configuravel de mandatory_rest da CCT.",Segmento operacional agrupado com 2 viagens reais.
448,6,6,Operador não atribuído (D6),True,05:15,13:49,11,driver_vehicle_change,Troca de veículo,driver,,,08:24,08:24,0,,,0,1,1,,4,8,,,True,False,soft,MANDATORY_REST_MISSING,"Adicionar uma duty, revisar o pairing ou ajustar a regra configuravel de mandatory_rest da CCT.",Motorista troca de veículo entre blocos distintos da mesma jornada.
448,6,6,Operador não atribuído (D6),True,05:15,13:49,12,driver_vehicle_change,Troca de veículo,driver,,,08:24,08:24,0,,,0,1,1,,4,8,,,True,False,soft,MANDATORY_REST_MISSING,"Adicionar uma duty, revisar o pairing ou ajustar a regra configuravel de mandatory_rest da CCT.",Motorista troca de veículo entre blocos distintos da mesma jornada.
448,6,6,Operador não atribuído (D6),True,05:15,13:49,13,normal_break,Intervalo normal,driver,,,08:24,10:30,126,,,0,1,1,,4,8,,,True,False,soft,MANDATORY_REST_MISSING,"Adicionar uma duty, revisar o pairing ou ajustar a regra configuravel de mandatory_rest da CCT.",
448,6,6,Operador não atribuído (D6),True,05:15,13:49,14,commercial_trip,Viagem,trip,1067,IDA,10:30,11:09,39,5546,5546,1,1,2,8,,,9,1,True,False,soft,MANDATORY_REST_MISSING,"Adicionar uma duty, revisar o pairing ou ajustar a regra configuravel de mandatory_rest da CCT.",Segmento operacional agrupado com 2 viagens reais.
448,6,6,Operador não atribuído (D6),True,05:15,13:49,14,commercial_trip,Viagem,trip,1067,VOLTA,11:09,11:37,28,5555,5555,1,2,1,8,,,10,2,True,False,soft,MANDATORY_REST_MISSING,"Adicionar uma duty, revisar o pairing ou ajustar a regra configuravel de mandatory_rest da CCT.",Segmento operacional agrupado com 2 viagens reais.
448,6,6,Operador não atribuído (D6),True,05:15,13:49,15,driver_vehicle_change,Troca de veículo,driver,,,11:37,11:37,0,,,0,1,1,,8,6,,,True,False,soft,MANDATORY_REST_MISSING,"Adicionar uma duty, revisar o pairing ou ajustar a regra configuravel de mandatory_rest da CCT.",Motorista troca de veículo entre blocos distintos da mesma jornada.
448,6,6,Operador não atribuído (D6),True,05:15,13:49,16,driver_vehicle_change,Troca de veículo,driver,,,11:37,11:37,0,,,0,1,1,,8,6,,,True,False,soft,MANDATORY_REST_MISSING,"Adicionar uma duty, revisar o pairing ou ajustar a regra configuravel de mandatory_rest da CCT.",Motorista troca de veículo entre blocos distintos da mesma jornada.
448,6,6,Operador não atribuído (D6),True,05:15,13:49,17,normal_break,Intervalo normal,driver,,,11:37,11:59,22,,,0,1,1,,8,6,,,True,False,soft,MANDATORY_REST_MISSING,"Adicionar uma duty, revisar o pairing ou ajustar a regra configuravel de mandatory_rest da CCT.",
448,6,6,Operador não atribuído (D6),True,05:15,13:49,18,commercial_trip,Viagem,trip,1048,IDA,11:59,12:12,13,5563,5563,1,1,2,6,,,11,1,True,False,soft,MANDATORY_REST_MISSING,"Adicionar uma duty, revisar o pairing ou ajustar a regra configuravel de mandatory_rest da CCT.",Segmento operacional agrupado com 2 viagens reais.
448,6,6,Operador não atribuído (D6),True,05:15,13:49,18,commercial_trip,Viagem,trip,1048,VOLTA,12:12,12:20,8,5564,5564,1,2,1,6,,,12,2,True,False,soft,MANDATORY_REST_MISSING,"Adicionar uma duty, revisar o pairing ou ajustar a regra configuravel de mandatory_rest da CCT.",Segmento operacional agrupado com 2 viagens reais.
448,6,6,Operador não atribuído (D6),True,05:15,13:49,19,driver_vehicle_change,Troca de veículo,driver,,,12:20,12:20,0,,,0,1,1,,6,2,,,True,False,soft,MANDATORY_REST_MISSING,"Adicionar uma duty, revisar o pairing ou ajustar a regra configuravel de mandatory_rest da CCT.",Motorista troca de veículo entre blocos distintos da mesma jornada.
448,6,6,Operador não atribuído (D6),True,05:15,13:49,20,driver_vehicle_change,Troca de veículo,driver,,,12:20,12:20,0,,,0,1,1,,6,2,,,True,False,soft,MANDATORY_REST_MISSING,"Adicionar uma duty, revisar o pairing ou ajustar a regra configuravel de mandatory_rest da CCT.",Motorista troca de veículo entre blocos distintos da mesma jornada.
