schedule_id,block_id,duty_id,driver_id,driver_display_name,operator_not_assigned,vehicle_id,from_vehicle_id,to_vehicle_id,sequence,event_type,event_label,event_scope,duty_start,duty_end,start_time,end_time,duration_minutes,origin_id,destination_id,trip_ids,trip_count,is_work_time,is_driving_time,is_idle_time,is_normal_break,is_mandatory_rest,is_pullout,is_pullback,rest_valid,mandatory_rest_required,has_valid_mandatory_rest,rule_code,violation_code,issue_severity,issue_codes,issue_explanation,explanation
448,2,3,3,Operador não atribuído (D3),True,,2,6,12,driver_vehicle_change,Troca de veículo,driver,04:25,07:29,06:45,06:45,0,1,1,,0,False,False,False,False,False,False,False,False,False,False,,,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Motorista troca de veículo entre blocos distintos da mesma jornada.
448,2,3,3,Operador não atribuído (D3),True,,2,6,13,driver_vehicle_change,Troca de veículo,driver,04:25,07:29,06:45,06:45,0,1,1,,0,False,False,False,False,False,False,False,False,False,False,,,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Motorista troca de veículo entre blocos distintos da mesma jornada.
448,2,3,3,Operador não atribuído (D3),True,,2,6,14,normal_break,Intervalo normal,driver,04:25,07:29,06:45,07:00,15,1,1,,0,False,False,False,True,False,False,False,False,False,False,,,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Motorista real não disponível; usando identificador da duty
448,6,3,3,Operador não atribuído (D3),True,6,,,15,commercial_trip_bundle,Viagem agrupada,driver_vehicle,04:25,07:29,07:00,07:29,29,1,1,5478;5483,2,True,True,False,False,False,False,False,False,False,False,,,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Segmento operacional agrupado com 2 viagens reais.
448,,3,3,Operador não atribuído (D3),True,,,,16,duty_end,Fim de jornada,driver,04:25,07:29,07:29,07:29,0,1,1,,0,False,False,False,False,False,False,False,False,False,False,,,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Motorista real não disponível; usando identificador da duty
448,,4,4,Operador não atribuído (D4),True,,,,1,duty_start,Início de jornada,driver,04:35,13:08,04:35,04:35,0,1,1,,0,False,False,False,False,False,False,False,False,True,True,,,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Motorista real não disponível; usando identificador da duty
448,,4,4,Operador não atribuído (D4),True,,,,2,pullout,Soltura,driver,04:35,13:08,04:35,04:45,10,1,1,,0,False,False,False,False,False,True,False,False,True,True,,,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Motorista real não disponível; usando identificador da duty
448,4,4,4,Operador não atribuído (D4),True,4,,,3,commercial_trip_bundle,Viagem agrupada,driver_vehicle,04:35,13:08,04:45,05:07,22,1,1,5430;5432,2,True,True,False,False,False,False,False,False,True,True,,,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Segmento operacional agrupado com 2 viagens reais.
448,4,4,4,Operador não atribuído (D4),True,,4,4,4,normal_break,Intervalo normal,driver,04:35,13:08,05:07,05:20,13,1,1,,0,False,False,False,True,False,False,False,False,True,True,,,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Motorista real não disponível; usando identificador da duty
448,4,4,4,Operador não atribuído (D4),True,4,,,5,commercial_trip_bundle,Viagem agrupada,driver_vehicle,04:35,13:08,05:20,06:21,61,1,1,5444;5454,2,True,True,False,False,False,False,False,False,True,True,,,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Segmento operacional agrupado com 2 viagens reais.
448,4,4,4,Operador não atribuído (D4),True,,4,9,6,driver_vehicle_change,Troca de veículo,driver,04:35,13:08,06:21,06:21,0,1,1,,0,False,False,False,False,False,False,False,False,True,True,,,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Motorista troca de veículo entre blocos distintos da mesma jornada.
448,4,4,4,Operador não atribuído (D4),True,,4,9,7,driver_vehicle_change,Troca de veículo,driver,04:35,13:08,06:21,06:21,0,1,1,,0,False,False,False,False,False,False,False,False,True,True,,,,,Aceitar com warning se os tempos estiverem aderentes a operacao real.,Motorista troca de veículo entre blocos distintos da mesma jornada.
