schedule_id,block_id,duty_id,driver_id,vehicle_id,sequence,event_type,event_label,start_time,end_time,duration_minutes,origin_id,destination_id,trip_ids,is_work_time,is_driving_time,is_idle_time,is_normal_break,is_mandatory_rest,is_pullout,is_pullback,rest_valid,rule_code,violation_code,explanation
428,9,101,,9,26,commercial_trip,Viagem,13:38,13:49,11,2,1,5587,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,9,101,,9,27,idle,Ociosa,13:49,14:07,18,1,1,,False,False,True,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,8,101,,8,28,commercial_trip,Viagem,14:07,14:34,27,1,2,5597,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,7,102,,7,1,commercial_trip,Viagem,05:20,05:56,36,1,2,5444,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,7,102,,7,2,commercial_trip,Viagem,05:56,06:21,25,2,1,5454,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,7,102,,7,3,idle,Ociosa,06:21,06:39,18,1,1,,False,False,True,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,8,102,,8,4,commercial_trip,Viagem,06:39,06:50,11,1,2,5467,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,8,102,,8,5,commercial_trip,Viagem,06:50,06:57,7,2,1,5471,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,8,102,,8,6,idle,Ociosa,06:57,07:19,22,1,1,,False,False,True,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,8,102,,8,7,commercial_trip,Viagem,07:19,07:31,12,1,2,5485,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,8,102,,8,8,commercial_trip,Viagem,07:31,07:40,9,2,1,5488,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,8,102,,8,9,idle,Ociosa,07:40,07:59,19,1,1,,False,False,True,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,8,102,,8,10,commercial_trip,Viagem,07:59,08:11,12,1,2,5499,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,8,102,,8,11,commercial_trip,Viagem,08:11,08:19,8,2,1,5501,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,8,102,,8,12,normal_break,Intervalo normal,08:19,17:35,556,1,1,,False,False,False,True,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,5,102,,5,13,commercial_trip,Viagem,17:35,18:34,59,1,2,5661,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,5,102,,5,14,commercial_trip,Viagem,18:34,19:00,26,2,1,5671,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,4,103,,4,1,commercial_trip,Viagem,05:30,05:44,14,1,2,5442,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,4,103,,4,2,commercial_trip,Viagem,05:44,05:56,12,2,1,5446,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,4,103,,4,3,idle,Ociosa,05:56,06:18,22,1,1,,False,False,True,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,11,103,,11,4,commercial_trip,Viagem,06:18,06:33,15,1,2,5459,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,11,103,,11,5,commercial_trip,Viagem,06:33,06:45,12,2,1,5465,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,11,103,,11,6,idle,Ociosa,06:45,07:00,15,1,1,,False,False,True,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,10,103,,10,7,commercial_trip,Viagem,07:00,07:47,47,1,2,5489,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,10,103,,10,8,commercial_trip,Viagem,07:47,08:16,29,2,1,5500,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,10,103,,10,9,idle,Ociosa,08:16,08:35,19,1,1,,False,False,True,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,10,103,,10,10,commercial_trip,Viagem,08:35,08:52,17,1,2,5510,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,10,103,,10,11,commercial_trip,Viagem,08:52,09:05,13,2,1,5513,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,10,103,,10,12,normal_break,Intervalo normal,09:05,09:35,30,1,1,,False,False,False,True,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,10,103,,10,13,commercial_trip,Viagem,09:35,09:47,12,1,2,5525,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,10,103,,10,14,commercial_trip,Viagem,09:47,09:55,8,2,1,5527,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,10,103,,10,15,normal_break,Intervalo normal,09:55,10:30,35,1,1,,False,False,False,True,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,13,103,,13,16,commercial_trip,Viagem,10:30,11:09,39,1,2,5546,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,13,103,,13,17,commercial_trip,Viagem,11:09,11:37,28,2,1,5555,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,13,103,,13,18,idle,Ociosa,11:37,12:05,28,1,1,,False,False,True,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,8,103,,8,19,commercial_trip,Viagem,12:05,12:25,20,1,2,5567,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,8,103,,8,20,commercial_trip,Viagem,12:25,12:39,14,2,1,5569,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,8,103,,8,21,idle,Ociosa,12:39,12:55,16,1,1,,False,False,True,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,5,103,,5,22,commercial_trip,Viagem,12:55,13:15,20,1,2,5578,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,5,103,,5,23,commercial_trip,Viagem,13:15,13:26,11,2,1,5581,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,5,103,,5,24,idle,Ociosa,13:26,13:45,19,1,1,,False,False,True,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,5,103,,5,25,commercial_trip,Viagem,13:45,14:03,18,1,2,5589,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,5,103,,5,26,commercial_trip,Viagem,14:03,14:14,11,2,1,5593,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,5,103,,5,27,normal_break,Intervalo normal,14:14,14:47,33,1,1,,False,False,False,True,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,12,103,,12,28,commercial_trip,Viagem,14:47,15:00,13,1,2,5604,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,12,103,,12,29,commercial_trip,Viagem,15:00,15:08,8,2,1,5606,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,12,103,,12,30,idle,Ociosa,15:08,15:31,23,1,1,,False,False,True,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,1,103,,1,31,commercial_trip,Viagem,15:31,15:43,12,1,2,5614,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,1,103,,1,32,commercial_trip,Viagem,15:43,15:51,8,2,1,5617,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,1,103,,1,33,idle,Ociosa,15:51,16:20,29,1,1,,False,False,True,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,2,103,,2,34,commercial_trip,Viagem,16:20,17:13,53,1,2,5638,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,2,103,,2,35,commercial_trip,Viagem,17:13,17:46,33,2,1,5647,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,2,103,,2,36,idle,Ociosa,17:46,18:10,24,1,1,,False,False,True,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,2,103,,2,37,commercial_trip,Viagem,18:10,18:29,19,1,2,5659,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,2,103,,2,38,commercial_trip,Viagem,18:29,18:40,11,2,1,5663,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,1,104,,1,1,commercial_trip,Viagem,04:30,04:43,13,1,2,5426,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,1,104,,1,2,commercial_trip,Viagem,04:43,04:52,9,2,1,5429,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,1,104,,1,3,normal_break,Intervalo normal,04:52,06:00,68,1,1,,False,False,False,True,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,9,104,,9,4,commercial_trip,Viagem,06:00,06:40,40,1,2,5462,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,9,104,,9,5,commercial_trip,Viagem,06:40,07:09,29,2,1,5474,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,9,104,,9,6,idle,Ociosa,07:09,07:35,26,1,1,,False,False,True,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,5,104,,5,7,commercial_trip,Viagem,07:35,07:51,16,1,2,5492,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,5,104,,5,8,commercial_trip,Viagem,07:51,08:04,13,2,1,5496,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,5,104,,5,9,idle,Ociosa,08:04,08:23,19,1,1,,False,False,True,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,6,104,,6,10,commercial_trip,Viagem,08:23,08:36,13,1,2,5506,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,6,104,,6,11,commercial_trip,Viagem,08:36,08:44,8,2,1,5508,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,6,104,,6,12,normal_break,Intervalo normal,08:44,09:15,31,1,1,,False,False,False,True,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,9,104,,9,13,commercial_trip,Viagem,09:15,09:58,43,1,2,5528,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,9,104,,9,14,commercial_trip,Viagem,09:58,10:24,26,2,1,5536,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,9,104,,9,15,normal_break,Intervalo normal,10:24,10:55,31,1,1,,False,False,False,True,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,2,104,,2,16,commercial_trip,Viagem,10:55,11:34,39,1,2,5553,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,2,104,,2,17,commercial_trip,Viagem,11:34,12:00,26,2,1,5561,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,2,104,,2,18,idle,Ociosa,12:00,12:23,23,1,1,,False,False,True,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,3,104,,3,19,commercial_trip,Viagem,12:23,12:37,14,1,2,5568,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,3,104,,3,20,commercial_trip,Viagem,12:37,12:45,8,2,1,5570,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,3,104,,3,21,idle,Ociosa,12:45,13:00,15,1,1,,False,False,True,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,3,104,,3,22,commercial_trip,Viagem,13:00,13:42,42,1,2,5584,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,10,105,,10,1,commercial_trip,Viagem,06:10,06:25,15,1,2,5456,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,10,105,,10,2,commercial_trip,Viagem,06:25,06:37,12,2,1,5460,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,10,105,,10,3,idle,Ociosa,06:37,07:00,23,1,1,,False,False,True,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,11,105,,11,4,commercial_trip,Viagem,07:00,07:16,16,1,2,5478,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,11,105,,11,5,commercial_trip,Viagem,07:16,07:29,13,2,1,5483,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,11,105,,11,6,normal_break,Intervalo normal,07:29,08:00,31,1,1,,False,False,False,True,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,1,105,,1,7,commercial_trip,Viagem,08:00,08:44,44,1,2,5507,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,1,105,,1,8,commercial_trip,Viagem,08:44,09:11,27,2,1,5516,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,1,105,,1,9,idle,Ociosa,09:11,09:35,24,1,1,,False,False,True,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,5,105,,5,10,commercial_trip,Viagem,09:35,09:51,16,1,2,5526,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,5,105,,5,11,commercial_trip,Viagem,09:51,10:03,12,2,1,5530,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,5,105,,5,12,idle,Ociosa,10:03,10:23,20,1,1,,False,False,True,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,5,105,,5,13,commercial_trip,Viagem,10:23,10:37,14,1,2,5538,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,5,105,,5,14,commercial_trip,Viagem,10:37,10:45,8,2,1,5540,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,5,105,,5,15,normal_break,Intervalo normal,10:45,11:20,35,1,1,,False,False,False,True,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,12,105,,12,16,commercial_trip,Viagem,11:20,11:59,39,1,2,5559,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,12,105,,12,17,commercial_trip,Viagem,11:59,12:25,26,2,1,5566,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,12,105,,12,18,idle,Ociosa,12:25,12:47,22,1,1,,False,False,True,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,12,105,,12,19,commercial_trip,Viagem,12:47,13:01,14,1,2,5574,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,12,105,,12,20,commercial_trip,Viagem,13:01,13:08,7,2,1,5576,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,12,105,,12,21,idle,Ociosa,13:08,13:35,27,1,1,,False,False,True,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,10,105,,10,22,commercial_trip,Viagem,13:35,13:49,14,1,2,5586,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,10,105,,10,23,commercial_trip,Viagem,13:49,13:56,7,2,1,5588,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,10,105,,10,24,idle,Ociosa,13:56,14:15,19,1,1,,False,False,True,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,10,105,,10,25,commercial_trip,Viagem,14:15,14:57,42,1,2,5602,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,10,105,,10,26,commercial_trip,Viagem,14:57,15:24,27,2,1,5610,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,10,105,,10,27,idle,Ociosa,15:24,15:51,27,1,1,,False,False,True,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,14,105,,14,28,commercial_trip,Viagem,15:51,16:03,12,1,2,5619,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,14,105,,14,29,commercial_trip,Viagem,16:03,16:11,8,2,1,5621,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,14,105,,14,30,idle,Ociosa,16:11,16:27,16,1,1,,False,False,True,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,14,105,,14,31,commercial_trip,Viagem,16:27,16:41,14,1,2,5629,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,14,105,,14,32,commercial_trip,Viagem,16:41,16:49,8,2,1,5632,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,14,105,,14,33,idle,Ociosa,16:49,17:10,21,1,1,,False,False,True,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,13,105,,13,34,commercial_trip,Viagem,17:10,18:14,64,1,2,5655,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,13,105,,13,35,commercial_trip,Viagem,18:14,18:44,30,2,1,5664,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,13,105,,13,36,idle,Ociosa,18:44,19:09,25,1,1,,False,False,True,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,13,105,,13,37,commercial_trip,Viagem,19:09,19:22,13,1,2,5678,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,13,105,,13,38,commercial_trip,Viagem,19:22,19:29,7,2,1,5680,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,5,106,,5,1,commercial_trip,Viagem,06:19,06:30,11,1,2,5458,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,5,106,,5,2,commercial_trip,Viagem,06:30,06:37,7,2,1,5461,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,5,106,,5,3,normal_break,Intervalo normal,06:37,07:20,43,1,1,,False,False,False,True,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,6,106,,6,4,commercial_trip,Viagem,07:20,07:36,16,1,2,5486,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,6,106,,6,5,commercial_trip,Viagem,07:36,07:49,13,2,1,5491,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,6,107,,6,1,commercial_trip,Viagem,06:34,06:49,15,1,2,5466,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,6,107,,6,2,commercial_trip,Viagem,06:49,07:01,12,2,1,5472,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,6,107,,6,3,idle,Ociosa,07:01,07:20,19,1,1,,False,False,True,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,3,107,,3,4,commercial_trip,Viagem,07:20,08:07,47,1,2,5497,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,3,107,,3,5,commercial_trip,Viagem,08:07,08:36,29,2,1,5505,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,3,107,,3,6,idle,Ociosa,08:36,08:55,19,1,1,,False,False,True,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,3,107,,3,7,commercial_trip,Viagem,08:55,09:12,17,1,2,5517,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,3,107,,3,8,commercial_trip,Viagem,09:12,09:24,12,2,1,5519,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,3,107,,3,9,idle,Ociosa,09:24,09:40,16,1,1,,False,False,True,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,3,107,,3,10,commercial_trip,Viagem,09:40,10:23,43,1,2,5534,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,3,107,,3,11,commercial_trip,Viagem,10:23,10:49,26,2,1,5542,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,3,107,,3,12,idle,Ociosa,10:49,11:11,22,1,1,,False,False,True,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,5,107,,5,13,commercial_trip,Viagem,11:11,11:24,13,1,2,5550,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,5,107,,5,14,commercial_trip,Viagem,11:24,11:33,9,2,1,5552,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,5,107,,5,15,idle,Ociosa,11:33,11:59,26,1,1,,False,False,True,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,5,107,,5,16,commercial_trip,Viagem,11:59,12:12,13,1,2,5563,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,5,107,,5,17,commercial_trip,Viagem,12:12,12:20,8,2,1,5564,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,5,107,,5,18,idle,Ociosa,12:20,12:35,15,1,1,,False,False,True,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,2,107,,2,19,commercial_trip,Viagem,12:35,13:15,40,1,2,5577,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,2,107,,2,20,commercial_trip,Viagem,13:15,13:42,27,2,1,5585,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,2,107,,2,21,idle,Ociosa,13:42,13:59,17,1,1,,False,False,True,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,2,107,,2,22,commercial_trip,Viagem,13:59,14:13,14,1,2,5592,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,2,107,,2,23,commercial_trip,Viagem,14:13,14:21,8,2,1,5594,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,2,107,,2,24,idle,Ociosa,14:21,14:40,19,1,1,,False,False,True,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,2,107,,2,25,commercial_trip,Viagem,14:40,15:22,42,1,2,5608,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,2,107,,2,26,commercial_trip,Viagem,15:22,15:49,27,2,1,5616,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,2,107,,2,27,idle,Ociosa,15:49,16:15,26,1,1,,False,False,True,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,12,107,,12,28,commercial_trip,Viagem,16:15,16:33,18,1,2,5627,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,12,107,,12,29,commercial_trip,Viagem,16:33,16:44,11,2,1,5631,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,12,107,,12,30,idle,Ociosa,16:44,17:05,21,1,1,,False,False,True,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,14,107,,14,31,commercial_trip,Viagem,17:05,17:25,20,1,2,5640,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,14,107,,14,32,commercial_trip,Viagem,17:25,17:37,12,2,1,5643,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,14,107,,14,33,idle,Ociosa,17:37,17:57,20,1,1,,False,False,True,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,9,107,,9,34,commercial_trip,Viagem,17:57,18:13,16,1,2,5654,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,9,107,,9,35,commercial_trip,Viagem,18:13,18:20,7,2,1,5657,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,9,107,,9,36,idle,Ociosa,18:20,18:40,20,1,1,,False,False,True,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,9,107,,9,37,commercial_trip,Viagem,18:40,18:59,19,1,2,5670,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,9,107,,9,38,commercial_trip,Viagem,18:59,19:09,10,2,1,5673,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,9,107,,9,39,idle,Ociosa,19:09,19:27,18,1,1,,False,False,True,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,9,107,,9,40,commercial_trip,Viagem,19:27,19:40,13,1,2,5682,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,9,107,,9,41,commercial_trip,Viagem,19:40,19:47,7,2,1,5685,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,9,107,,9,42,idle,Ociosa,19:47,20:03,16,1,1,,False,False,True,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,13,107,,13,43,commercial_trip,Viagem,20:03,20:14,11,1,2,5693,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,13,107,,13,44,commercial_trip,Viagem,20:14,20:20,6,2,1,5695,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,14,109,,14,1,commercial_trip,Viagem,13:25,14:07,42,2,1,5590,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,14,109,,14,2,idle,Ociosa,14:07,14:23,16,1,1,,False,False,True,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
428,14,109,,14,3,commercial_trip,Viagem,14:23,14:36,13,1,2,5598,True,True,False,False,False,False,False,False,,,Classificação inferida pelo frontend por ausência de segmentos do solver
